*******************************************************************************************************************
* This Online Resource contains electronic supplemental material (ESM) accompanying the following article submitted to the
* International Journal of Biometeorology - Special Issue (UTCI):
*
* Deriving the Operational Procedure for the Universal Thermal Climate Index UTCI
* by
* Peter Bröde, Dusan Fiala, Krzysztof Blazejczyk, Ingvar Holmér, Gerd Jendritzky, Bernhard Kampmann, Birger Tinz, George Havenith
*
* Corresponding author:
* Peter Bröde
* Leibniz Research Centre for Working Environment and Human Factors (IfADo)
* Ardeystr. 67, 44139 Dortmund, Germany
* Phone +49 231 1084 225
* Fax +49 231 1084 400
* e-mail: broede@ifado.de 
*
* ESM 4: This TAB-delimited file tabulates values of the Offset (= UTCI - Ta) in °C for different input values of:
*    Ta:	air temperature in°C (range: -50 °C to +50 °C)
*    Tr-Ta:	difference between mean radiant temperature (Tr) and air temperature in °C (-30 °C to +70 °C)
*    va:	wind speed in m/s measured 10 m above ground level (0.5 m/s to 30.3 m/s)
*    rH:	relative humidity in % (5% to 100%)
*    pa:	water vapour pressure in kPa (0 kPa to 5 kPa)
*******************************************************************************************************************
Ta	Tr-Ta	va	rH	pa	Offset
23	50	13.5	60	1.69	2.13
23	50	13.5	80	2.25	3.20
23	50	13.5	100	2.81	4.28
23	50	20.2	5	0.14	-3.46
23	50	20.2	20	0.56	-2.81
23	50	20.2	40	1.12	-1.96
23	50	20.2	60	1.69	-1.10
23	50	20.2	80	2.25	0.19
23	50	20.2	100	2.81	1.70
23	50	30.3	5	0.14	-6.90
23	50	30.3	20	0.56	-6.68
23	50	30.3	40	1.12	-5.82
23	50	30.3	60	1.69	-5.18
23	50	30.3	80	2.25	-4.10
23	50	30.3	100	2.81	-1.96
23	55	0.5	5	0.14	13.08
23	55	0.5	20	0.56	13.30
23	55	0.5	40	1.12	13.94
23	55	0.5	60	1.69	15.02
23	55	0.5	80	2.25	16.09
23	55	0.5	100	2.81	17.38
23	55	0.8	5	0.14	12.87
23	55	0.8	20	0.56	13.30
23	55	0.8	40	1.12	13.94
23	55	0.8	60	1.69	14.80
23	55	0.8	80	2.25	15.88
23	55	0.8	100	2.81	17.17
23	55	1.2	5	0.14	12.44
23	55	1.2	20	0.56	13.08
23	55	1.2	40	1.12	13.51
23	55	1.2	60	1.69	14.37
23	55	1.2	80	2.25	15.45
23	55	1.2	100	2.81	16.52
23	55	1.8	5	0.14	11.58
23	55	1.8	20	0.56	12.01
23	55	1.8	40	1.12	12.65
23	55	1.8	60	1.69	13.51
23	55	1.8	80	2.25	14.37
23	55	1.8	100	2.81	15.66
23	55	2.7	5	0.14	10.29
23	55	2.7	20	0.56	10.51
23	55	2.7	40	1.12	11.15
23	55	2.7	60	1.69	11.79
23	55	2.7	80	2.25	12.87
23	55	2.7	100	2.81	13.73
23	55	4.0	5	0.14	8.36
23	55	4.0	20	0.56	8.79
23	55	4.0	40	1.12	9.43
23	55	4.0	60	1.69	10.08
23	55	4.0	80	2.25	10.72
23	55	4.0	100	2.81	11.79
23	55	6.0	5	0.14	6.42
23	55	6.0	20	0.56	6.85
23	55	6.0	40	1.12	7.50
23	55	6.0	60	1.69	8.14
23	55	6.0	80	2.25	8.79
23	55	6.0	100	2.81	9.65
23	55	9.0	5	0.14	4.06
23	55	9.0	20	0.56	4.49
23	55	9.0	40	1.12	4.71
23	55	9.0	60	1.69	5.56
23	55	9.0	80	2.25	6.21
23	55	9.0	100	2.81	7.28
23	55	13.5	5	0.14	1.70
23	55	13.5	20	0.56	1.91
23	55	13.5	40	1.12	2.56
23	55	13.5	60	1.69	3.20
23	55	13.5	80	2.25	4.06
23	55	13.5	100	2.81	5.13
23	55	20.2	5	0.14	-1.74
23	55	20.2	20	0.56	-1.31
23	55	20.2	40	1.12	-0.45
23	55	20.2	60	1.69	0.41
23	55	20.2	80	2.25	1.27
23	55	20.2	100	2.81	2.56
23	55	30.3	5	0.14	-5.82
23	55	30.3	20	0.56	-5.18
23	55	30.3	40	1.12	-4.53
23	55	30.3	60	1.69	-3.89
23	55	30.3	80	2.25	-2.17
23	55	30.3	100	2.81	-0.88
23	60	0.5	5	0.14	14.16
23	60	0.5	20	0.56	14.59
23	60	0.5	40	1.12	15.45
23	60	0.5	60	1.69	16.31
23	60	0.5	80	2.25	17.38
23	60	0.5	100	2.81	18.88
23	60	0.8	5	0.14	13.94
23	60	0.8	20	0.56	14.59
23	60	0.8	40	1.12	15.45
23	60	0.8	60	1.69	16.31
23	60	0.8	80	2.25	17.17
23	60	0.8	100	2.81	18.67
23	60	1.2	5	0.14	13.73
23	60	1.2	20	0.56	14.16
23	60	1.2	40	1.12	14.80
23	60	1.2	60	1.69	15.66
23	60	1.2	80	2.25	16.74
23	60	1.2	100	2.81	18.03
23	60	1.8	5	0.14	12.87
23	60	1.8	20	0.56	13.30
23	60	1.8	40	1.12	13.94
23	60	1.8	60	1.69	14.80
23	60	1.8	80	2.25	15.88
23	60	1.8	100	2.81	16.95
23	60	2.7	5	0.14	11.37
23	60	2.7	20	0.56	11.58
23	60	2.7	40	1.12	12.22
23	60	2.7	60	1.69	13.08
23	60	2.7	80	2.25	13.94
23	60	2.7	100	2.81	15.23
23	60	4.0	5	0.14	9.65
23	60	4.0	20	0.56	10.08
23	60	4.0	40	1.12	10.51
23	60	4.0	60	1.69	11.15
23	60	4.0	80	2.25	12.01
23	60	4.0	100	2.81	13.08
23	60	6.0	5	0.14	7.71
23	60	6.0	20	0.56	7.93
23	60	6.0	40	1.12	8.57
23	60	6.0	60	1.69	9.22
23	60	6.0	80	2.25	10.08
23	60	6.0	100	2.81	10.94
23	60	9.0	5	0.14	5.13
23	60	9.0	20	0.56	5.35
23	60	9.0	40	1.12	5.99
23	60	9.0	60	1.69	6.85
23	60	9.0	80	2.25	7.50
23	60	9.0	100	2.81	8.57
23	60	13.5	5	0.14	2.77
23	60	13.5	20	0.56	3.20
23	60	13.5	40	1.12	3.63
23	60	13.5	60	1.69	4.49
23	60	13.5	80	2.25	4.92
23	60	13.5	100	2.81	5.99
23	60	20.2	5	0.14	-0.45
23	60	20.2	20	0.56	0.19
23	60	20.2	40	1.12	0.84
23	60	20.2	60	1.69	1.70
23	60	20.2	80	2.25	2.56
23	60	20.2	100	2.81	3.63
23	60	30.3	5	0.14	-4.32
23	60	30.3	20	0.56	-4.10
23	60	30.3	40	1.12	-3.03
23	60	30.3	60	1.69	-1.96
23	60	30.3	80	2.25	-0.88
23	60	30.3	100	2.81	0.84
23	65	0.5	5	0.14	15.45
23	65	0.5	20	0.56	16.09
23	65	0.5	40	1.12	16.74
23	65	0.5	60	1.69	17.60
23	65	0.5	80	2.25	18.88
23	65	0.5	100	2.81	19.96
23	65	0.8	5	0.14	15.45
23	65	0.8	20	0.56	15.88
23	65	0.8	40	1.12	16.52
23	65	0.8	60	1.69	17.38
23	65	0.8	80	2.25	18.46
23	65	0.8	100	2.81	19.96
23	65	1.2	5	0.14	15.02
23	65	1.2	20	0.56	15.45
23	65	1.2	40	1.12	16.09
23	65	1.2	60	1.69	16.95
23	65	1.2	80	2.25	18.03
23	65	1.2	100	2.81	19.31
23	65	1.8	5	0.14	13.94
23	65	1.8	20	0.56	14.37
23	65	1.8	40	1.12	15.23
23	65	1.8	60	1.69	16.09
23	65	1.8	80	2.25	16.95
23	65	1.8	100	2.81	18.46
23	65	2.7	5	0.14	12.44
23	65	2.7	20	0.56	13.08
23	65	2.7	40	1.12	13.51
23	65	2.7	60	1.69	14.16
23	65	2.7	80	2.25	15.23
23	65	2.7	100	2.81	16.31
23	65	4.0	5	0.14	10.51
23	65	4.0	20	0.56	10.94
23	65	4.0	40	1.12	11.58
23	65	4.0	60	1.69	12.22
23	65	4.0	80	2.25	13.30
23	65	4.0	100	2.81	14.16
23	65	6.0	5	0.14	8.79
23	65	6.0	20	0.56	9.22
23	65	6.0	40	1.12	9.65
23	65	6.0	60	1.69	10.51
23	65	6.0	80	2.25	11.15
23	65	6.0	100	2.81	12.01
23	65	9.0	5	0.14	6.64
23	65	9.0	20	0.56	7.07
23	65	9.0	40	1.12	7.50
23	65	9.0	60	1.69	8.14
23	65	9.0	80	2.25	8.79
23	65	9.0	100	2.81	9.86
23	65	13.5	5	0.14	3.85
23	65	13.5	20	0.56	4.28
23	65	13.5	40	1.12	4.71
23	65	13.5	60	1.69	5.35
23	65	13.5	80	2.25	5.99
23	65	13.5	100	2.81	7.07
23	65	20.2	5	0.14	1.27
23	65	20.2	20	0.56	1.70
23	65	20.2	40	1.12	1.91
23	65	20.2	60	1.69	2.77
23	65	20.2	80	2.25	3.42
23	65	20.2	100	2.81	4.71
23	65	30.3	5	0.14	-2.81
23	65	30.3	20	0.56	-2.17
23	65	30.3	40	1.12	-1.31
23	65	30.3	60	1.69	-0.67
23	65	30.3	80	2.25	0.62
23	65	30.3	100	2.81	1.70
23	70	0.5	5	0.14	16.74
23	70	0.5	20	0.56	17.38
23	70	0.5	40	1.12	18.03
23	70	0.5	60	1.69	19.10
23	70	0.5	80	2.25	19.96
23	70	0.5	100	2.81	21.46
23	70	0.8	5	0.14	16.52
23	70	0.8	20	0.56	16.95
23	70	0.8	40	1.12	18.03
23	70	0.8	60	1.69	18.88
23	70	0.8	80	2.25	19.96
23	70	0.8	100	2.81	21.25
23	70	1.2	5	0.14	16.31
23	70	1.2	20	0.56	16.74
23	70	1.2	40	1.12	17.60
23	70	1.2	60	1.69	18.46
23	70	1.2	80	2.25	19.31
23	70	1.2	100	2.81	20.82
23	70	1.8	5	0.14	15.45
23	70	1.8	20	0.56	15.88
23	70	1.8	40	1.12	16.31
23	70	1.8	60	1.69	17.17
23	70	1.8	80	2.25	18.46
23	70	1.8	100	2.81	19.53
23	70	2.7	5	0.14	13.51
23	70	2.7	20	0.56	13.94
23	70	2.7	40	1.12	14.80
23	70	2.7	60	1.69	15.45
23	70	2.7	80	2.25	16.31
23	70	2.7	100	2.81	17.60
23	70	4.0	5	0.14	11.79
23	70	4.0	20	0.56	12.22
23	70	4.0	40	1.12	12.65
23	70	4.0	60	1.69	13.30
23	70	4.0	80	2.25	14.37
23	70	4.0	100	2.81	15.45
23	70	6.0	5	0.14	9.86
23	70	6.0	20	0.56	10.29
23	70	6.0	40	1.12	10.72
23	70	6.0	60	1.69	11.58
23	70	6.0	80	2.25	12.22
23	70	6.0	100	2.81	13.30
23	70	9.0	5	0.14	7.71
23	70	9.0	20	0.56	8.14
23	70	9.0	40	1.12	8.79
23	70	9.0	60	1.69	9.22
23	70	9.0	80	2.25	10.08
23	70	9.0	100	2.81	10.94
23	70	13.5	5	0.14	4.92
23	70	13.5	20	0.56	5.13
23	70	13.5	40	1.12	5.78
23	70	13.5	60	1.69	6.42
23	70	13.5	80	2.25	7.50
23	70	13.5	100	2.81	8.36
23	70	20.2	5	0.14	2.34
23	70	20.2	20	0.56	2.56
23	70	20.2	40	1.12	3.20
23	70	20.2	60	1.69	3.85
23	70	20.2	80	2.25	4.49
23	70	20.2	100	2.81	5.56
23	70	30.3	5	0.14	-1.31
23	70	30.3	20	0.56	-0.88
23	70	30.3	40	1.12	-0.24
23	70	30.3	60	1.69	0.84
23	70	30.3	80	2.25	1.70
23	70	30.3	100	2.81	2.99
24	-30	0.5	5	0.15	-11.98
24	-30	0.5	20	0.60	-11.55
24	-30	0.5	40	1.19	-10.47
24	-30	0.5	60	1.79	-9.40
24	-30	0.5	80	2.39	-7.90
24	-30	0.5	100	2.98	-5.10
24	-30	0.8	5	0.15	-12.19
24	-30	0.8	20	0.60	-11.55
24	-30	0.8	40	1.19	-10.69
24	-30	0.8	60	1.79	-9.62
24	-30	0.8	80	2.39	-7.90
24	-30	0.8	100	2.98	-5.10
24	-30	1.2	5	0.15	-12.62
24	-30	1.2	20	0.60	-11.98
24	-30	1.2	40	1.19	-10.90
24	-30	1.2	60	1.79	-9.83
24	-30	1.2	80	2.39	-8.11
24	-30	1.2	100	2.98	-5.53
24	-30	1.8	5	0.15	-13.05
24	-30	1.8	20	0.60	-12.41
24	-30	1.8	40	1.19	-11.12
24	-30	1.8	60	1.79	-10.26
24	-30	1.8	80	2.39	-8.76
24	-30	1.8	100	2.98	-6.18
24	-30	2.7	5	0.15	-13.70
24	-30	2.7	20	0.60	-13.05
24	-30	2.7	40	1.19	-11.98
24	-30	2.7	60	1.79	-10.90
24	-30	2.7	80	2.39	-9.62
24	-30	2.7	100	2.98	-7.68
24	-30	4.0	5	0.15	-14.56
24	-30	4.0	20	0.60	-13.91
24	-30	4.0	40	1.19	-13.05
24	-30	4.0	60	1.79	-11.98
24	-30	4.0	80	2.39	-10.90
24	-30	4.0	100	2.98	-8.97
24	-30	6.0	5	0.15	-15.63
24	-30	6.0	20	0.60	-15.20
24	-30	6.0	40	1.19	-14.13
24	-30	6.0	60	1.79	-13.27
24	-30	6.0	80	2.39	-11.76
24	-30	6.0	100	2.98	-10.26
24	-30	9.0	5	0.15	-17.13
24	-30	9.0	20	0.60	-16.49
24	-30	9.0	40	1.19	-15.42
24	-30	9.0	60	1.79	-14.34
24	-30	9.0	80	2.39	-13.48
24	-30	9.0	100	2.98	-11.76
24	-30	13.5	5	0.15	-19.93
24	-30	13.5	20	0.60	-19.07
24	-30	13.5	40	1.19	-17.99
24	-30	13.5	60	1.79	-16.49
24	-30	13.5	80	2.39	-15.42
24	-30	13.5	100	2.98	-13.91
24	-30	20.2	5	0.15	-22.72
24	-30	20.2	20	0.60	-22.51
24	-30	20.2	40	1.19	-21.65
24	-30	20.2	60	1.79	-20.36
24	-30	20.2	80	2.39	-19.50
24	-30	20.2	100	2.98	-17.35
24	-30	30.3	5	0.15	-25.51
24	-30	30.3	20	0.60	-25.08
24	-30	30.3	40	1.19	-24.22
24	-30	30.3	60	1.79	-23.15
24	-30	30.3	80	2.39	-22.29
24	-30	30.3	100	2.98	-21.22
24	-25	0.5	5	0.15	-10.90
24	-25	0.5	20	0.60	-10.04
24	-25	0.5	40	1.19	-8.97
24	-25	0.5	60	1.79	-7.90
24	-25	0.5	80	2.39	-6.18
24	-25	0.5	100	2.98	-3.17
24	-25	0.8	5	0.15	-10.90
24	-25	0.8	20	0.60	-10.26
24	-25	0.8	40	1.19	-8.97
24	-25	0.8	60	1.79	-7.90
24	-25	0.8	80	2.39	-6.18
24	-25	0.8	100	2.98	-3.17
24	-25	1.2	5	0.15	-10.90
24	-25	1.2	20	0.60	-10.26
24	-25	1.2	40	1.19	-9.19
24	-25	1.2	60	1.79	-8.11
24	-25	1.2	80	2.39	-6.82
24	-25	1.2	100	2.98	-3.81
24	-25	1.8	5	0.15	-11.33
24	-25	1.8	20	0.60	-10.69
24	-25	1.8	40	1.19	-10.26
24	-25	1.8	60	1.79	-8.76
24	-25	1.8	80	2.39	-7.25
24	-25	1.8	100	2.98	-4.89
24	-25	2.7	5	0.15	-12.19
24	-25	2.7	20	0.60	-11.55
24	-25	2.7	40	1.19	-10.90
24	-25	2.7	60	1.79	-9.83
24	-25	2.7	80	2.39	-8.33
24	-25	2.7	100	2.98	-6.18
24	-25	4.0	5	0.15	-13.48
24	-25	4.0	20	0.60	-12.62
24	-25	4.0	40	1.19	-11.76
24	-25	4.0	60	1.79	-10.90
24	-25	4.0	80	2.39	-9.62
24	-25	4.0	100	2.98	-7.68
24	-25	6.0	5	0.15	-14.34
24	-25	6.0	20	0.60	-13.91
24	-25	6.0	40	1.19	-13.05
24	-25	6.0	60	1.79	-11.98
24	-25	6.0	80	2.39	-10.90
24	-25	6.0	100	2.98	-8.97
24	-25	9.0	5	0.15	-16.06
24	-25	9.0	20	0.60	-15.20
24	-25	9.0	40	1.19	-14.34
24	-25	9.0	60	1.79	-13.70
24	-25	9.0	80	2.39	-12.19
24	-25	9.0	100	2.98	-10.47
24	-25	13.5	5	0.15	-18.42
24	-25	13.5	20	0.60	-17.56
24	-25	13.5	40	1.19	-16.28
24	-25	13.5	60	1.79	-15.42
24	-25	13.5	80	2.39	-14.34
24	-25	13.5	100	2.98	-12.84
24	-25	20.2	5	0.15	-21.65
24	-25	20.2	20	0.60	-21.22
24	-25	20.2	40	1.19	-19.71
24	-25	20.2	60	1.79	-19.07
24	-25	20.2	80	2.39	-17.35
24	-25	20.2	100	2.98	-15.85
24	-25	30.3	5	0.15	-24.22
24	-25	30.3	20	0.60	-24.01
24	-25	30.3	40	1.19	-23.15
24	-25	30.3	60	1.79	-22.08
24	-25	30.3	80	2.39	-21.22
24	-25	30.3	100	2.98	-20.36
24	-20	0.5	5	0.15	-9.19
24	-20	0.5	20	0.60	-8.54
24	-20	0.5	40	1.19	-7.68
24	-20	0.5	60	1.79	-6.18
24	-20	0.5	80	2.39	-4.46
24	-20	0.5	100	2.98	-1.24
24	-20	0.8	5	0.15	-9.40
24	-20	0.8	20	0.60	-8.54
24	-20	0.8	40	1.19	-7.68
24	-20	0.8	60	1.79	-6.18
24	-20	0.8	80	2.39	-4.46
24	-20	0.8	100	2.98	-1.45
24	-20	1.2	5	0.15	-9.62
24	-20	1.2	20	0.60	-8.76
24	-20	1.2	40	1.19	-7.90
24	-20	1.2	60	1.79	-6.39
24	-20	1.2	80	2.39	-5.10
24	-20	1.2	100	2.98	-1.88
24	-20	1.8	5	0.15	-10.26
24	-20	1.8	20	0.60	-9.40
24	-20	1.8	40	1.19	-8.11
24	-20	1.8	60	1.79	-7.25
24	-20	1.8	80	2.39	-5.53
24	-20	1.8	100	2.98	-2.74
24	-20	2.7	5	0.15	-10.90
24	-20	2.7	20	0.60	-10.26
24	-20	2.7	40	1.19	-9.40
24	-20	2.7	60	1.79	-8.33
24	-20	2.7	80	2.39	-6.82
24	-20	2.7	100	2.98	-4.46
24	-20	4.0	5	0.15	-11.98
24	-20	4.0	20	0.60	-11.55
24	-20	4.0	40	1.19	-10.47
24	-20	4.0	60	1.79	-9.62
24	-20	4.0	80	2.39	-8.33
24	-20	4.0	100	2.98	-6.18
24	-20	6.0	5	0.15	-13.27
24	-20	6.0	20	0.60	-12.62
24	-20	6.0	40	1.19	-11.76
24	-20	6.0	60	1.79	-10.90
24	-20	6.0	80	2.39	-9.62
24	-20	6.0	100	2.98	-7.68
24	-20	9.0	5	0.15	-14.77
24	-20	9.0	20	0.60	-14.13
24	-20	9.0	40	1.19	-13.48
24	-20	9.0	60	1.79	-12.41
24	-20	9.0	80	2.39	-11.12
24	-20	9.0	100	2.98	-9.62
24	-20	13.5	5	0.15	-16.71
24	-20	13.5	20	0.60	-16.28
24	-20	13.5	40	1.19	-15.42
24	-20	13.5	60	1.79	-14.34
24	-20	13.5	80	2.39	-13.48
24	-20	13.5	100	2.98	-11.55
24	-20	20.2	5	0.15	-20.36
24	-20	20.2	20	0.60	-19.71
24	-20	20.2	40	1.19	-18.85
24	-20	20.2	60	1.79	-17.35
24	-20	20.2	80	2.39	-16.06
24	-20	20.2	100	2.98	-14.56
24	-20	30.3	5	0.15	-23.15
24	-20	30.3	20	0.60	-22.51
24	-20	30.3	40	1.19	-21.65
24	-20	30.3	60	1.79	-20.79
24	-20	30.3	80	2.39	-19.71
24	-20	30.3	100	2.98	-18.85
24	-15	0.5	5	0.15	-7.68
24	-15	0.5	20	0.60	-6.82
24	-15	0.5	40	1.19	-5.96
24	-15	0.5	60	1.79	-4.46
24	-15	0.5	80	2.39	-2.31
24	-15	0.5	100	2.98	0.27
24	-15	0.8	5	0.15	-7.68
24	-15	0.8	20	0.60	-6.82
24	-15	0.8	40	1.19	-6.18
24	-15	0.8	60	1.79	-4.67
24	-15	0.8	80	2.39	-2.53
24	-15	0.8	100	2.98	0.05
24	-15	1.2	5	0.15	-7.90
24	-15	1.2	20	0.60	-7.47
24	-15	1.2	40	1.19	-6.18
24	-15	1.2	60	1.79	-5.10
24	-15	1.2	80	2.39	-2.96
24	-15	1.2	100	2.98	-0.16
24	-15	1.8	5	0.15	-8.54
24	-15	1.8	20	0.60	-7.90
24	-15	1.8	40	1.19	-6.82
24	-15	1.8	60	1.79	-5.53
24	-15	1.8	80	2.39	-3.81
24	-15	1.8	100	2.98	-1.24
24	-15	2.7	5	0.15	-9.62
24	-15	2.7	20	0.60	-8.97
24	-15	2.7	40	1.19	-7.90
24	-15	2.7	60	1.79	-6.82
24	-15	2.7	80	2.39	-5.53
24	-15	2.7	100	2.98	-2.74
24	-15	4.0	5	0.15	-10.69
24	-15	4.0	20	0.60	-10.26
24	-15	4.0	40	1.19	-9.19
24	-15	4.0	60	1.79	-8.11
24	-15	4.0	80	2.39	-7.25
24	-15	4.0	100	2.98	-5.10
24	-15	6.0	5	0.15	-11.76
24	-15	6.0	20	0.60	-11.33
24	-15	6.0	40	1.19	-10.69
24	-15	6.0	60	1.79	-9.83
24	-15	6.0	80	2.39	-8.33
24	-15	6.0	100	2.98	-6.39
24	-15	9.0	5	0.15	-13.48
24	-15	9.0	20	0.60	-13.05
24	-15	9.0	40	1.19	-11.98
24	-15	9.0	60	1.79	-11.12
24	-15	9.0	80	2.39	-10.26
24	-15	9.0	100	2.98	-8.11
24	-15	13.5	5	0.15	-15.42
24	-15	13.5	20	0.60	-15.20
24	-15	13.5	40	1.19	-13.91
24	-15	13.5	60	1.79	-13.27
24	-15	13.5	80	2.39	-11.98
24	-15	13.5	100	2.98	-10.47
24	-15	20.2	5	0.15	-18.64
24	-15	20.2	20	0.60	-18.42
24	-15	20.2	40	1.19	-17.13
24	-15	20.2	60	1.79	-16.06
24	-15	20.2	80	2.39	-15.20
24	-15	20.2	100	2.98	-13.70
24	-15	30.3	5	0.15	-22.08
24	-15	30.3	20	0.60	-21.65
24	-15	30.3	40	1.19	-20.36
24	-15	30.3	60	1.79	-19.71
24	-15	30.3	80	2.39	-18.64
24	-15	30.3	100	2.98	-16.71
24	-10	0.5	5	0.15	-6.18
24	-10	0.5	20	0.60	-5.32
24	-10	0.5	40	1.19	-4.03
24	-10	0.5	60	1.79	-2.53
24	-10	0.5	80	2.39	-0.81
24	-10	0.5	100	2.98	1.56
24	-10	0.8	5	0.15	-6.18
24	-10	0.8	20	0.60	-5.32
24	-10	0.8	40	1.19	-4.03
24	-10	0.8	60	1.79	-2.74
24	-10	0.8	80	2.39	-1.02
24	-10	0.8	100	2.98	1.34
24	-10	1.2	5	0.15	-6.18
24	-10	1.2	20	0.60	-5.53
24	-10	1.2	40	1.19	-4.46
24	-10	1.2	60	1.79	-2.96
24	-10	1.2	80	2.39	-1.45
24	-10	1.2	100	2.98	0.91
24	-10	1.8	5	0.15	-6.82
24	-10	1.8	20	0.60	-6.18
24	-10	1.8	40	1.19	-5.32
24	-10	1.8	60	1.79	-3.81
24	-10	1.8	80	2.39	-2.10
24	-10	1.8	100	2.98	0.27
24	-10	2.7	5	0.15	-7.90
24	-10	2.7	20	0.60	-7.47
24	-10	2.7	40	1.19	-6.61
24	-10	2.7	60	1.79	-5.53
24	-10	2.7	80	2.39	-3.81
24	-10	2.7	100	2.98	-1.24
24	-10	4.0	5	0.15	-9.62
24	-10	4.0	20	0.60	-8.76
24	-10	4.0	40	1.19	-7.90
24	-10	4.0	60	1.79	-6.82
24	-10	4.0	80	2.39	-5.53
24	-10	4.0	100	2.98	-3.17
24	-10	6.0	5	0.15	-10.90
24	-10	6.0	20	0.60	-10.26
24	-10	6.0	40	1.19	-9.62
24	-10	6.0	60	1.79	-8.54
24	-10	6.0	80	2.39	-7.25
24	-10	6.0	100	2.98	-5.10
24	-10	9.0	5	0.15	-12.41
24	-10	9.0	20	0.60	-11.76
24	-10	9.0	40	1.19	-10.90
24	-10	9.0	60	1.79	-10.26
24	-10	9.0	80	2.39	-8.97
24	-10	9.0	100	2.98	-6.82
24	-10	13.5	5	0.15	-14.56
24	-10	13.5	20	0.60	-13.91
24	-10	13.5	40	1.19	-13.27
24	-10	13.5	60	1.79	-12.19
24	-10	13.5	80	2.39	-10.90
24	-10	13.5	100	2.98	-9.40
24	-10	20.2	5	0.15	-17.35
24	-10	20.2	20	0.60	-16.71
24	-10	20.2	40	1.19	-15.63
24	-10	20.2	60	1.79	-15.20
24	-10	20.2	80	2.39	-13.70
24	-10	20.2	100	2.98	-11.98
24	-10	30.3	5	0.15	-20.79
24	-10	30.3	20	0.60	-20.14
24	-10	30.3	40	1.19	-19.50
24	-10	30.3	60	1.79	-18.21
24	-10	30.3	80	2.39	-16.71
24	-10	30.3	100	2.98	-15.42
24	-5	0.5	5	0.15	-4.24
24	-5	0.5	20	0.60	-3.38
24	-5	0.5	40	1.19	-2.10
24	-5	0.5	60	1.79	-0.81
24	-5	0.5	80	2.39	0.70
24	-5	0.5	100	2.98	2.85
24	-5	0.8	5	0.15	-4.24
24	-5	0.8	20	0.60	-3.60
24	-5	0.8	40	1.19	-2.31
24	-5	0.8	60	1.79	-0.81
24	-5	0.8	80	2.39	0.70
24	-5	0.8	100	2.98	2.63
24	-5	1.2	5	0.15	-4.67
24	-5	1.2	20	0.60	-3.81
24	-5	1.2	40	1.19	-2.53
24	-5	1.2	60	1.79	-1.45
24	-5	1.2	80	2.39	0.27
24	-5	1.2	100	2.98	2.20
24	-5	1.8	5	0.15	-5.53
24	-5	1.8	20	0.60	-4.67
24	-5	1.8	40	1.19	-3.17
24	-5	1.8	60	1.79	-2.10
24	-5	1.8	80	2.39	-0.59
24	-5	1.8	100	2.98	1.56
24	-5	2.7	5	0.15	-6.61
24	-5	2.7	20	0.60	-6.18
24	-5	2.7	40	1.19	-5.10
24	-5	2.7	60	1.79	-3.60
24	-5	2.7	80	2.39	-2.10
24	-5	2.7	100	2.98	0.27
24	-5	4.0	5	0.15	-7.90
24	-5	4.0	20	0.60	-7.68
24	-5	4.0	40	1.19	-6.61
24	-5	4.0	60	1.79	-5.53
24	-5	4.0	80	2.39	-4.03
24	-5	4.0	100	2.98	-1.88
24	-5	6.0	5	0.15	-9.62
24	-5	6.0	20	0.60	-8.97
24	-5	6.0	40	1.19	-8.11
24	-5	6.0	60	1.79	-7.25
24	-5	6.0	80	2.39	-5.96
24	-5	6.0	100	2.98	-3.60
24	-5	9.0	5	0.15	-11.12
24	-5	9.0	20	0.60	-10.90
24	-5	9.0	40	1.19	-10.04
24	-5	9.0	60	1.79	-8.97
24	-5	9.0	80	2.39	-7.90
24	-5	9.0	100	2.98	-5.96
24	-5	13.5	5	0.15	-13.27
24	-5	13.5	20	0.60	-13.05
24	-5	13.5	40	1.19	-11.98
24	-5	13.5	60	1.79	-10.90
24	-5	13.5	80	2.39	-10.26
24	-5	13.5	100	2.98	-8.11
24	-5	20.2	5	0.15	-16.06
24	-5	20.2	20	0.60	-15.42
24	-5	20.2	40	1.19	-14.56
24	-5	20.2	60	1.79	-13.70
24	-5	20.2	80	2.39	-12.62
24	-5	20.2	100	2.98	-11.12
24	-5	30.3	5	0.15	-19.50
24	-5	30.3	20	0.60	-18.42
24	-5	30.3	40	1.19	-17.35
24	-5	30.3	60	1.79	-16.71
24	-5	30.3	80	2.39	-15.42
24	-5	30.3	100	2.98	-14.13
24	0	0.5	5	0.15	-2.10
24	0	0.5	20	0.60	-1.67
24	0	0.5	40	1.19	-0.38
24	0	0.5	60	1.79	0.70
24	0	0.5	80	2.39	1.99
24	0	0.5	100	2.98	3.71
24	0	0.8	5	0.15	-2.31
24	0	0.8	20	0.60	-1.67
24	0	0.8	40	1.19	-0.59
24	0	0.8	60	1.79	0.70
24	0	0.8	80	2.39	1.99
24	0	0.8	100	2.98	3.71
24	0	1.2	5	0.15	-2.74
24	0	1.2	20	0.60	-2.10
24	0	1.2	40	1.19	-0.81
24	0	1.2	60	1.79	0.27
24	0	1.2	80	2.39	1.77
24	0	1.2	100	2.98	3.49
24	0	1.8	5	0.15	-3.60
24	0	1.8	20	0.60	-2.74
24	0	1.8	40	1.19	-1.67
24	0	1.8	60	1.79	-0.59
24	0	1.8	80	2.39	0.91
24	0	1.8	100	2.98	2.85
24	0	2.7	5	0.15	-5.10
